Temp1,Hum1,Temp2,Temp1,Hum1,Temp2,Hum2,Difference
52.09,20.99,23.85,52.09,20.99,23.85,77.75,-56.76
52.12,20.97,23.85,52.12,20.97,23.85,77.55,-56.58
52.18,20.91,23.84,52.18,20.91,23.84,77.22,-56.31
52.24,20.87,23.84,52.24,20.87,23.84,77.01,-56.14
52.29,20.81,23.85,52.29,20.81,23.85,76.97,-56.16
52.3,20.8,23.85,52.3,20.8,23.85,77.05,-56.25
52.28,20.82,23.85,52.28,20.82,23.85,77.11,-56.29
52.24,20.88,23.86,52.24,20.88,23.86,77.16,-56.28
52.22,20.93,23.87,52.22,20.93,23.87,77.19,-56.26
52.22,20.95,23.87,52.22,20.95,23.87,77.22,-56.27
52.23,20.94,23.88,52.23,20.94,23.88,77.24,-56.3
52.26,20.9,23.88,52.26,20.9,23.88,77.28,-56.38
52.31,20.85,23.89,52.31,20.85,23.89,77.31,-56.46
52.35,20.79,23.89,52.35,20.79,23.89,77.31,-56.52
52.37,20.75,23.89,52.37,20.75,23.89,77.32,-56.57
52.36,20.77,23.89,52.36,20.77,23.89,77.34,-56.57
52.31,20.82,23.89,52.31,20.82,23.89,77.33,-56.51
52.28,20.88,23.9,52.28,20.88,23.9,77.33,-56.45
52.27,20.91,23.91,52.27,20.91,23.91,77.34,-56.43
52.27,20.9,23.91,52.27,20.9,23.91,77.34,-56.44
52.3,20.9,23.91,52.3,20.9,23.91,77.34,-56.44
52.33,20.84,23.92,52.33,20.84,23.92,77.34,-56.5
52.38,20.8,23.92,52.38,20.8,23.92,77.31,-56.51
52.4,20.74,23.92,52.4,20.74,23.92,77.29,-56.55
52.39,20.74,23.93,52.39,20.74,23.93,77.25,-56.51
52.35,20.76,23.93,52.35,20.76,23.93,77.23,-56.47
52.32,20.83,23.94,52.32,20.83,23.94,77.24,-56.41
52.3,20.87,23.94,52.3,20.87,23.94,77.22,-56.35
52.3,20.87,23.95,52.3,20.87,23.95,77.19,-56.32
52.33,20.86,23.95,52.33,20.86,23.95,77.18,-56.32
52.36,20.83,23.95,52.36,20.83,23.95,77.25,-56.42
52.4,20.76,23.95,52.4,20.76,23.95,77.32,-56.56
52.42,20.71,23.96,52.42,20.71,23.96,77.31,-56.6
52.4,20.72,23.96,52.4,20.72,23.96,77.3,-56.58
52.36,20.77,23.96,52.36,20.77,23.96,77.31,-56.54
52.32,20.85,23.97,52.32,20.85,23.97,77.25,-56.4
52.31,20.88,23.97,52.31,20.88,23.97,77.22,-56.34
52.31,20.88,23.97,52.31,20.88,23.97,77.2,-56.32
52.33,20.84,23.98,52.33,20.84,23.98,77.17,-56.33
52.37,20.8,23.98,52.37,20.8,23.98,77.14,-56.34
52.42,20.74,23.99,52.42,20.74,23.99,77.07,-56.33
52.45,20.68,23.99,52.45,20.68,23.99,76.99,-56.31
52.44,20.66,24,52.44,20.66,24,76.95,-56.29
52.41,20.71,24,52.41,20.71,24,76.93,-56.22
52.37,20.77,24,52.37,20.77,24,76.95,-56.18
52.36,20.8,24.01,52.36,20.8,24.01,77.04,-56.24
52.36,20.8,24.01,52.36,20.8,24.01,77.13,-56.33
52.38,20.77,24.01,52.38,20.77,24.01,77.19,-56.42
52.42,20.72,24.01,52.42,20.72,24.01,77.2,-56.48
52.48,20.67,24.01,52.48,20.67,24.01,77.25,-56.58
52.51,20.6,24.01,52.51,20.6,24.01,77.31,-56.71
52.51,20.6,24.01,52.51,20.6,24.01,77.38,-56.78
52.47,20.64,24,52.47,20.64,24,77.23,-56.59
52.43,20.71,24,52.43,20.71,24,76.67,-55.96
52.41,20.76,23.99,52.41,20.76,23.99,76.28,-55.52
52.41,20.76,23.99,52.41,20.76,23.99,76.26,-55.5
52.43,20.74,23.99,52.43,20.74,23.99,76.45,-55.71
52.46,20.69,23.99,52.46,20.69,23.99,76.7,-56.01
52.51,20.63,23.99,52.51,20.63,23.99,76.89,-56.26
52.55,20.57,23.99,52.55,20.57,23.99,77.04,-56.47
52.55,20.54,24,52.55,20.54,24,77.19,-56.65
52.52,20.57,24,52.52,20.57,24,77.25,-56.68
52.47,20.64,23.99,52.47,20.64,23.99,77.25,-56.61
52.45,20.69,23.99,52.45,20.69,23.99,77.19,-56.5
52.45,20.7,23.99,52.45,20.7,23.99,77.15,-56.45
52.46,20.7,23.98,52.46,20.7,23.98,77.01,-56.31
52.49,20.67,23.98,52.49,20.67,23.98,76.84,-56.17
52.54,20.61,23.98,52.54,20.61,23.98,76.79,-56.18
52.57,20.57,23.98,52.57,20.57,23.98,76.8,-56.23
52.56,20.57,23.98,52.56,20.57,23.98,76.87,-56.3
52.52,20.59,23.98,52.52,20.59,23.98,76.97,-56.38
52.48,20.67,23.98,52.48,20.67,23.98,76.99,-56.32
52.46,20.71,23.98,52.46,20.71,23.98,76.98,-56.27
52.46,20.7,23.98,52.46,20.7,23.98,77.07,-56.37
52.47,20.7,23.98,52.47,20.7,23.98,77.14,-56.44
52.51,20.66,23.99,52.51,20.66,23.99,77.21,-56.55
52.56,20.59,24,52.56,20.59,24,77.25,-56.66
52.57,20.57,24,52.57,20.57,24,77.25,-56.68
52.56,20.55,24.01,52.56,20.55,24.01,77.22,-56.67
52.51,20.6,24.02,52.51,20.6,24.02,77.29,-56.69
52.47,20.68,24.02,52.47,20.68,24.02,77.31,-56.63
52.44,20.72,24.03,52.44,20.72,24.03,77.37,-56.65
52.45,20.74,24.03,52.45,20.74,24.03,77.34,-56.6
52.47,20.7,24.03,52.47,20.7,24.03,77.29,-56.59
52.51,20.66,24.03,52.51,20.66,24.03,77.29,-56.63
52.55,20.62,24.04,52.55,20.62,24.04,77.31,-56.69
52.56,20.58,24.04,52.56,20.58,24.04,77.28,-56.7
52.54,20.57,24.04,52.54,20.57,24.04,77.2,-56.63
52.49,20.62,24.04,52.49,20.62,24.04,77.01,-56.39
52.46,20.69,24.04,52.46,20.69,24.04,76.82,-56.13
52.44,20.71,24.04,52.44,20.71,24.04,76.74,-56.03
52.44,20.7,24.04,52.44,20.7,24.04,76.75,-56.05
52.47,20.66,24.04,52.47,20.66,24.04,76.82,-56.16
52.51,20.62,24.04,52.51,20.62,24.04,76.86,-56.24
52.55,20.55,24.05,52.55,20.55,24.05,76.92,-56.37
52.56,20.52,24.05,52.56,20.52,24.05,76.96,-56.44
52.54,20.57,24.06,52.54,20.57,24.06,77.04,-56.47
52.48,20.63,24.06,52.48,20.63,24.06,77.14,-56.51
52.45,20.71,24.07,52.45,20.71,24.07,77.21,-56.5
52.43,20.75,24.07,52.43,20.75,24.07,77.25,-56.5
52.43,20.75,24.08,52.43,20.75,24.08,77.24,-56.49
52.45,20.72,24.08,52.45,20.72,24.08,77.21,-56.49
52.49,20.67,24.08,52.49,20.67,24.08,77.2,-56.53
52.52,20.6,24.07,52.52,20.6,24.07,77.13,-56.53
52.51,20.58,24.07,52.51,20.58,24.07,77.04,-56.46
52.47,20.61,24.07,52.47,20.61,24.07,76.85,-56.24
52.42,20.68,24.07,52.42,20.68,24.07,76.59,-55.91
52.4,20.74,24.07,52.4,20.74,24.07,76.5,-55.76
52.4,20.75,24.07,52.4,20.75,24.07,76.44,-55.69
52.41,20.75,24.07,52.41,20.75,24.07,76.51,-55.76
52.44,20.71,24.07,52.44,20.71,24.07,76.58,-55.87
52.48,20.65,24.07,52.48,20.65,24.07,76.71,-56.06
52.49,20.61,24.07,52.49,20.61,24.07,76.79,-56.18
52.47,20.63,24.07,52.47,20.63,24.07,76.78,-56.15
52.42,20.68,24.07,52.42,20.68,24.07,76.47,-55.79
52.39,20.74,24.07,52.39,20.74,24.07,76.29,-55.55
52.38,20.77,24.07,52.38,20.77,24.07,76.34,-55.57
52.38,20.76,24.07,52.38,20.76,24.07,76.38,-55.62
52.41,20.74,24.06,52.41,20.74,24.06,76.42,-55.68
52.45,20.69,24.06,52.45,20.69,24.06,76.67,-55.98
52.48,20.63,24.06,52.48,20.63,24.06,76.93,-56.3
52.48,20.63,24.06,52.48,20.63,24.06,77.05,-56.42
52.45,20.67,24.05,52.45,20.67,24.05,76.89,-56.22
52.42,20.73,24.04,52.42,20.73,24.04,76.57,-55.84
52.4,20.79,24.04,52.4,20.79,24.04,76.31,-55.52
52.4,20.8,24.04,52.4,20.8,24.04,76.07,-55.27
52.42,20.76,24.03,52.42,20.76,24.03,75.61,-54.85
52.46,20.73,24.03,52.46,20.73,24.03,75.2,-54.47
52.52,20.66,24.02,52.52,20.66,24.02,74.8,-54.14
52.55,20.59,24.02,52.55,20.59,24.02,74.91,-54.32
52.54,20.59,24.02,52.54,20.59,24.02,75.3,-54.71
52.51,20.62,24.02,52.51,20.62,24.02,75.71,-55.09
52.46,20.71,24.02,52.46,20.71,24.02,75.9,-55.19
52.44,20.77,24.02,52.44,20.77,24.02,76.12,-55.35
52.44,20.78,24.02,52.44,20.78,24.02,76.33,-55.55
52.46,20.76,24.02,52.46,20.76,24.02,76.52,-55.76
52.5,20.71,24.02,52.5,20.71,24.02,76.73,-56.02
52.54,20.64,24.02,52.54,20.64,24.02,76.9,-56.26
52.55,20.6,24.02,52.55,20.6,24.02,77.05,-56.45
52.53,20.62,24.02,52.53,20.62,24.02,77.17,-56.55
52.48,20.65,24.02,52.48,20.65,24.02,77.28,-56.63
52.45,20.71,24.02,52.45,20.71,24.02,77.33,-56.62
52.43,20.73,24.01,52.43,20.73,24.01,77.32,-56.59
52.44,20.73,24,52.44,20.73,24,76.79,-56.06
52.47,20.63,24.01,52.47,20.63,24.01,75.65,-55.02
52.51,20.21,24.01,52.51,20.21,24.01,74.49,-54.28
52.56,19.77,24.01,52.56,19.77,24.01,73.38,-53.61
52.63,19.45,24.01,52.63,19.45,24.01,72.85,-53.4
52.71,19.2,24.02,52.71,19.2,24.02,72.08,-52.88
52.8,18.93,24.04,52.8,18.93,24.04,71.47,-52.54
52.9,18.7,24.06,52.9,18.7,24.06,71.02,-52.32
53.01,18.55,24.07,53.01,18.55,24.07,70.74,-52.19
53.11,18.42,24.08,53.11,18.42,24.08,70.69,-52.27
53.23,18.36,24.09,53.23,18.36,24.09,70.77,-52.41
53.35,18.35,24.1,53.35,18.35,24.1,70.93,-52.58
53.46,18.35,24.11,53.46,18.35,24.11,71.51,-53.16
53.58,18.37,24.12,53.58,18.37,24.12,72.39,-54.02
53.7,18.36,24.12,53.7,18.36,24.12,73.34,-54.98
53.83,18.37,24.13,53.83,18.37,24.13,74.18,-55.81
53.96,18.35,24.13,53.96,18.35,24.13,74.83,-56.48
54.09,18.35,24.13,54.09,18.35,24.13,75.26,-56.91
54.22,18.34,24.13,54.22,18.34,24.13,75.58,-57.24
54.34,18.32,24.14,54.34,18.32,24.14,75.81,-57.49
54.47,18.3,24.14,54.47,18.3,24.14,76,-57.7
54.6,18.25,24.15,54.6,18.25,24.15,76.18,-57.93
54.72,18.21,24.15,54.72,18.21,24.15,76.34,-58.13
54.85,18.17,24.15,54.85,18.17,24.15,76.39,-58.22
54.97,18.13,24.15,54.97,18.13,24.15,76.38,-58.25
55.1,18.08,24.15,55.1,18.08,24.15,76.34,-58.26
55.22,18.03,24.14,55.22,18.03,24.14,76.3,-58.27
55.34,17.97,24.14,55.34,17.97,24.14,76.26,-58.29
55.46,17.91,24.14,55.46,17.91,24.14,76.12,-58.21
55.59,17.86,24.14,55.59,17.86,24.14,76.02,-58.16
55.7,17.8,24.13,55.7,17.8,24.13,75.93,-58.13
55.82,17.73,24.13,55.82,17.73,24.13,75.88,-58.15
55.93,17.68,24.12,55.93,17.68,24.12,75.87,-58.19
56.03,17.63,24.12,56.03,17.63,24.12,75.87,-58.24
56.14,17.57,24.12,56.14,17.57,24.12,75.89,-58.32
56.26,17.52,24.11,56.26,17.52,24.11,75.97,-58.45
56.37,17.47,24.1,56.37,17.47,24.1,76.02,-58.55
56.47,17.41,24.09,56.47,17.41,24.09,76.02,-58.61
56.57,17.36,24.09,56.57,17.36,24.09,75.97,-58.61
56.67,17.31,24.09,56.67,17.31,24.09,75.97,-58.66
56.77,17.26,24.08,56.77,17.26,24.08,75.98,-58.72
56.87,17.2,24.08,56.87,17.2,24.08,76.04,-58.84
56.96,17.16,24.08,56.96,17.16,24.08,76.01,-58.85
57.06,17.1,24.08,57.06,17.1,24.08,75.9,-58.8
57.15,17.06,24.08,57.15,17.06,24.08,75.91,-58.85
57.24,17.01,24.07,57.24,17.01,24.07,75.83,-58.82
57.34,16.97,24.08,57.34,16.97,24.08,75.75,-58.78
57.43,16.92,24.08,57.43,16.92,24.08,75.74,-58.82
57.52,16.87,24.08,57.52,16.87,24.08,75.75,-58.88
57.62,16.82,24.08,57.62,16.82,24.08,75.74,-58.92
57.71,16.76,24.08,57.71,16.76,24.08,75.65,-58.89
57.81,16.71,24.08,57.81,16.71,24.08,75.6,-58.89
57.9,16.65,24.08,57.9,16.65,24.08,75.43,-58.78
57.99,16.6,24.07,57.99,16.6,24.07,75.44,-58.84
58.08,16.55,24.07,58.08,16.55,24.07,75.59,-59.04
58.17,16.51,24.07,58.17,16.51,24.07,75.69,-59.18
58.25,16.44,24.07,58.25,16.44,24.07,75.79,-59.35
58.33,16.4,24.06,58.33,16.4,24.06,75.88,-59.48
58.41,16.37,24.06,58.41,16.37,24.06,76.03,-59.66
58.49,16.34,24.06,58.49,16.34,24.06,76.15,-59.81
58.56,16.29,24.05,58.56,16.29,24.05,76.11,-59.82
58.63,16.25,24.05,58.63,16.25,24.05,76.05,-59.8
58.7,16.21,24.06,58.7,16.21,24.06,76.07,-59.86
58.78,16.17,24.06,58.78,16.17,24.06,76.08,-59.91
58.85,16.12,24.06,58.85,16.12,24.06,76.03,-59.91
58.92,16.1,24.07,58.92,16.1,24.07,76.05,-59.95
58.99,16.05,24.07,58.99,16.05,24.07,76.1,-60.05
59.05,16.02,24.07,59.05,16.02,24.07,76.12,-60.1
59.11,15.99,24.07,59.11,15.99,24.07,76.2,-60.21
59.17,15.94,24.07,59.17,15.94,24.07,76.24,-60.3
59.23,15.92,24.07,59.23,15.92,24.07,76.32,-60.4
59.29,15.9,24.07,59.29,15.9,24.07,76.38,-60.48
59.35,15.87,24.07,59.35,15.87,24.07,76.44,-60.57
59.42,15.82,24.07,59.42,15.82,24.07,76.5,-60.68
59.48,15.79,24.06,59.48,15.79,24.06,76.54,-60.75
59.54,15.76,24.06,59.54,15.76,24.06,76.63,-60.87
59.6,15.73,24.06,59.6,15.73,24.06,76.64,-60.91
59.66,15.7,24.06,59.66,15.7,24.06,76.58,-60.88
59.71,15.67,24.05,59.71,15.67,24.05,76.5,-60.83
59.77,15.64,24.05,59.77,15.64,24.05,76.43,-60.79
59.82,15.64,24.05,59.82,15.64,24.05,76.45,-60.81
59.88,15.59,24.05,59.88,15.59,24.05,76.43,-60.84
59.94,15.55,24.05,59.94,15.55,24.05,76.3,-60.75
59.99,15.53,24.04,59.99,15.53,24.04,76.24,-60.71
60.03,15.51,24.04,60.03,15.51,24.04,76.21,-60.7
60.08,15.5,24.04,60.08,15.5,24.04,76.29,-60.79
60.13,15.48,24.04,60.13,15.48,24.04,76.36,-60.88
60.18,15.45,24.04,60.18,15.45,24.04,76.45,-61
60.23,15.41,24.04,60.23,15.41,24.04,76.51,-61.1
60.28,15.38,24.04,60.28,15.38,24.04,76.54,-61.16
60.33,15.36,24.03,60.33,15.36,24.03,76.42,-61.06
60.38,15.35,24.03,60.38,15.35,24.03,76.25,-60.9
60.43,15.32,24.03,60.43,15.32,24.03,76.2,-60.88
60.49,15.31,24.03,60.49,15.31,24.03,76.3,-60.99
60.53,15.27,24.03,60.53,15.27,24.03,76.35,-61.08
60.58,15.23,24.03,60.58,15.23,24.03,76.46,-61.23
60.62,15.19,24.03,60.62,15.19,24.03,76.47,-61.28
60.67,15.17,24.03,60.67,15.17,24.03,76.56,-61.39
60.72,15.14,24.04,60.72,15.14,24.04,76.72,-61.58
60.77,15.11,24.04,60.77,15.11,24.04,76.67,-61.56
60.81,15.08,24.04,60.81,15.08,24.04,76.58,-61.5
60.86,15.06,24.04,60.86,15.06,24.04,76.56,-61.5
60.9,15.05,24.04,60.9,15.05,24.04,76.6,-61.55
60.94,15.04,24.04,60.94,15.04,24.04,76.62,-61.58
60.98,15.01,24.04,60.98,15.01,24.04,76.6,-61.59
61.02,14.99,24.04,61.02,14.99,24.04,76.56,-61.57
61.06,14.96,24.04,61.06,14.96,24.04,76.23,-61.27
61.11,14.96,24.03,61.11,14.96,24.03,75.88,-60.92
61.15,14.93,24.03,61.15,14.93,24.03,75.7,-60.77
61.2,14.93,24.04,61.2,14.93,24.04,75.83,-60.9
61.25,14.9,24.04,61.25,14.9,24.04,76.09,-61.19
61.29,14.87,24.04,61.29,14.87,24.04,76.35,-61.48
61.33,14.85,24.05,61.33,14.85,24.05,76.52,-61.67
61.37,14.85,24.05,61.37,14.85,24.05,76.58,-61.73
61.41,14.83,24.06,61.41,14.83,24.06,76.42,-61.59
61.45,14.81,24.07,61.45,14.81,24.07,76.55,-61.74
61.49,14.79,24.08,61.49,14.79,24.08,76.7,-61.91
61.53,14.77,24.09,61.53,14.77,24.09,76.83,-62.06
61.57,14.75,24.1,61.57,14.75,24.1,76.95,-62.2
61.61,14.73,24.11,61.61,14.73,24.11,77,-62.27
61.65,14.7,24.11,61.65,14.7,24.11,76.89,-62.19
61.68,14.68,24.12,61.68,14.68,24.12,76.74,-62.06
61.72,14.65,24.12,61.72,14.65,24.12,76.68,-62.03
61.76,14.63,24.11,61.76,14.63,24.11,76.67,-62.04
61.79,14.6,24.12,61.79,14.6,24.12,76.66,-62.06
61.79,14.6,24.12,61.79,14.6,24.12,76.65,-62.05
61.74,14.64,24.11,61.74,14.64,24.11,76.66,-62.02
61.67,14.7,24.11,61.67,14.7,24.11,76.63,-61.93
61.61,14.73,24.11,61.61,14.73,24.11,76.59,-61.86
61.56,14.77,24.11,61.56,14.77,24.11,76.5,-61.73
61.52,14.77,24.1,61.52,14.77,24.1,76.09,-61.32
61.5,14.79,24.1,61.5,14.79,24.1,75.77,-60.98
61.49,14.79,24.1,61.49,14.79,24.1,75.66,-60.87
61.48,14.79,24.1,61.48,14.79,24.1,75.55,-60.76
61.48,14.78,24.1,61.48,14.78,24.1,75.43,-60.65
61.49,14.78,24.1,61.49,14.78,24.1,75.17,-60.39
61.5,14.75,24.09,61.5,14.75,24.09,74.65,-59.9
61.52,14.75,24.09,61.52,14.75,24.09,74.31,-59.56
61.53,14.73,24.09,61.53,14.73,24.09,74.19,-59.46
61.56,14.72,24.1,61.56,14.72,24.1,74.5,-59.78
61.59,14.69,24.1,61.59,14.69,24.1,74.93,-60.24
61.61,14.67,24.11,61.61,14.67,24.11,75.35,-60.68
61.64,14.64,24.12,61.64,14.64,24.12,75.73,-61.09
61.68,14.62,24.13,61.68,14.62,24.13,76,-61.38
61.71,14.6,24.13,61.71,14.6,24.13,76.12,-61.52
61.71,14.6,24.13,61.71,14.6,24.13,76.19,-61.59
61.66,14.63,24.12,61.66,14.63,24.12,76.29,-61.66
61.59,14.68,24.12,61.59,14.68,24.12,76.29,-61.61
61.52,14.74,24.12,61.52,14.74,24.12,76.2,-61.46
61.47,14.74,24.12,61.47,14.74,24.12,76.21,-61.47
61.43,14.75,24.11,61.43,14.75,24.11,76.26,-61.51
61.4,14.76,24.11,61.4,14.76,24.11,76.34,-61.58
61.38,14.75,24.11,61.38,14.75,24.11,76.44,-61.69
61.38,14.75,24.1,61.38,14.75,24.1,76.41,-61.66
61.38,14.74,24.1,61.38,14.74,24.1,76.16,-61.42
61.39,14.75,24.1,61.39,14.75,24.1,76.15,-61.4
61.41,14.72,24.09,61.41,14.72,24.09,76.17,-61.45
61.42,14.72,24.09,61.42,14.72,24.09,76.14,-61.42
61.44,14.71,24.09,61.44,14.71,24.09,76.17,-61.46
61.47,14.7,24.09,61.47,14.7,24.09,76.26,-61.56
61.49,14.68,24.08,61.49,14.68,24.08,76.31,-61.63
61.52,14.66,24.08,61.52,14.66,24.08,76.42,-61.76
61.55,14.64,24.08,61.55,14.64,24.08,76.54,-61.9
61.58,14.62,24.08,61.58,14.62,24.08,76.66,-62.04
61.61,14.61,24.08,61.61,14.61,24.08,76.76,-62.15
61.61,14.61,24.07,61.61,14.61,24.07,76.73,-62.12
61.56,14.65,24.07,61.56,14.65,24.07,76.5,-61.85
61.5,14.7,24.07,61.5,14.7,24.07,76.29,-61.59
61.44,14.76,24.07,61.44,14.76,24.07,76.33,-61.57
61.39,14.79,24.08,61.39,14.79,24.08,76.32,-61.53
61.36,14.8,24.08,61.36,14.8,24.08,76.2,-61.4
61.33,14.8,24.08,61.33,14.8,24.08,75.36,-60.56
61.32,14.8,24.08,61.32,14.8,24.08,74.7,-59.9
61.31,14.8,24.08,61.31,14.8,24.08,74.43,-59.63
61.31,14.79,24.08,61.31,14.79,24.08,74.33,-59.54
61.32,14.78,24.08,61.32,14.78,24.08,74.52,-59.74
61.33,14.78,24.08,61.33,14.78,24.08,74.42,-59.64
61.35,14.76,24.07,61.35,14.76,24.07,74.28,-59.52
61.37,14.73,24.08,61.37,14.73,24.08,74.56,-59.83
61.4,14.73,24.09,61.4,14.73,24.09,75.08,-60.35
61.43,14.72,24.09,61.43,14.72,24.09,75.47,-60.75
61.46,14.69,24.09,61.46,14.69,24.09,75.69,-61
61.48,14.67,24.09,61.48,14.67,24.09,75.87,-61.2
61.45,14.68,24.09,61.45,14.68,24.09,75.94,-61.26
61.39,14.72,24.1,61.39,14.72,24.1,76,-61.28
61.34,14.79,24.1,61.34,14.79,24.1,76.07,-61.28
61.3,14.8,24.11,61.3,14.8,24.11,76.19,-61.39
61.26,14.81,24.11,61.26,14.81,24.11,76.26,-61.45
61.25,14.81,24.11,61.25,14.81,24.11,76.32,-61.51
61.24,14.8,24.11,61.24,14.8,24.11,76.41,-61.61
61.24,14.8,24.12,61.24,14.8,24.12,76.48,-61.68
61.25,14.78,24.12,61.25,14.78,24.12,76.51,-61.73
61.26,14.77,24.12,61.26,14.77,24.12,76.58,-61.81
61.29,14.75,24.12,61.29,14.75,24.12,76.62,-61.87
61.31,14.75,24.12,61.31,14.75,24.12,76.65,-61.9
61.34,14.73,24.12,61.34,14.73,24.12,76.67,-61.94
61.37,14.7,24.12,61.37,14.7,24.12,76.7,-62
61.4,14.7,24.13,61.4,14.7,24.13,76.7,-62
61.43,14.68,24.13,61.43,14.68,24.13,76.68,-62
61.42,14.67,24.13,61.42,14.67,24.13,76.66,-61.99
61.37,14.69,24.13,61.37,14.69,24.13,76.67,-61.98
61.31,14.77,24.13,61.31,14.77,24.13,76.52,-61.75
61.26,14.81,24.13,61.26,14.81,24.13,76.21,-61.4
61.21,14.84,24.14,61.21,14.84,24.14,75.89,-61.05
61.18,14.84,24.14,61.18,14.84,24.14,75.54,-60.7
61.17,14.85,24.14,61.17,14.85,24.14,75.35,-60.5
61.16,14.82,24.14,61.16,14.82,24.14,75.17,-60.35
61.16,14.8,24.15,61.16,14.8,24.15,75.26,-60.46
61.16,14.81,24.15,61.16,14.81,24.15,75.37,-60.56
61.18,14.79,24.15,61.18,14.79,24.15,75.56,-60.77
61.2,14.77,24.16,61.2,14.77,24.16,75.72,-60.95
61.22,14.75,24.16,61.22,14.75,24.16,75.87,-61.12
61.25,14.73,24.16,61.25,14.73,24.16,75.89,-61.16
61.28,14.71,24.16,61.28,14.71,24.16,75.89,-61.18
61.31,14.69,24.16,61.31,14.69,24.16,75.85,-61.16
61.29,14.7,24.17,61.29,14.7,24.17,75.84,-61.14
61.24,14.73,24.17,61.24,14.73,24.17,75.96,-61.23
61.18,14.8,24.17,61.18,14.8,24.17,76.06,-61.26
61.14,14.82,24.18,61.14,14.82,24.18,76.13,-61.31
61.11,14.84,24.18,61.11,14.84,24.18,76.18,-61.34
61.09,14.85,24.19,61.09,14.85,24.19,76.23,-61.38
61.08,14.85,24.19,61.08,14.85,24.19,76.21,-61.36
61.08,14.84,24.19,61.08,14.84,24.19,76.13,-61.29
61.09,14.82,24.2,61.09,14.82,24.2,76.21,-61.39
61.11,14.81,24.21,61.11,14.81,24.21,76.32,-61.51
61.14,14.8,24.21,61.14,14.8,24.21,76.29,-61.49
61.16,14.77,24.22,61.16,14.77,24.22,76.26,-61.49
61.2,14.74,24.22,61.2,14.74,24.22,76.34,-61.6
61.24,14.72,24.22,61.24,14.72,24.22,76.4,-61.68
61.29,14.7,24.22,61.29,14.7,24.22,76.41,-61.71
61.32,14.68,24.23,61.32,14.68,24.23,76.45,-61.77
61.33,14.66,24.23,61.33,14.66,24.23,76.43,-61.77
61.3,14.69,24.23,61.3,14.69,24.23,76.41,-61.72
61.24,14.74,24.23,61.24,14.74,24.23,76.38,-61.64
61.2,14.78,24.22,61.2,14.78,24.22,76.11,-61.33
61.16,14.81,24.22,61.16,14.81,24.22,75.75,-60.94
61.15,14.79,24.22,61.15,14.79,24.22,75.44,-60.65
61.14,14.78,24.22,61.14,14.78,24.22,75.3,-60.52
61.14,14.76,24.23,61.14,14.76,24.23,75.39,-60.63
61.15,14.75,24.23,61.15,14.75,24.23,75.64,-60.89
61.16,14.73,24.24,61.16,14.73,24.24,75.91,-61.18
61.18,14.73,24.24,61.18,14.73,24.24,76.01,-61.28
61.21,14.72,24.24,61.21,14.72,24.24,75.92,-61.2
61.23,14.7,24.24,61.23,14.7,24.24,75.79,-61.09
61.27,14.67,24.24,61.27,14.67,24.24,75.8,-61.13
61.3,14.66,24.24,61.3,14.66,24.24,75.78,-61.12
61.34,14.63,24.24,61.34,14.63,24.24,75.62,-60.99
61.34,14.62,24.24,61.34,14.62,24.24,75.25,-60.63
61.31,14.65,24.24,61.31,14.65,24.24,75.14,-60.49
61.25,14.69,24.25,61.25,14.69,24.25,75.31,-60.62
61.19,14.75,24.25,61.19,14.75,24.25,75.5,-60.75
61.16,14.78,24.26,61.16,14.78,24.26,75.66,-60.88
61.14,14.8,24.26,61.14,14.8,24.26,75.77,-60.97
61.13,14.79,24.27,61.13,14.79,24.27,75.87,-61.08
61.13,14.77,24.27,61.13,14.77,24.27,75.88,-61.11
61.14,14.77,24.27,61.14,14.77,24.27,75.87,-61.1
61.16,14.75,24.27,61.16,14.75,24.27,75.89,-61.14
61.17,14.75,24.27,61.17,14.75,24.27,75.95,-61.2
61.2,14.73,24.27,61.2,14.73,24.27,76.02,-61.29
61.23,14.72,24.27,61.23,14.72,24.27,75.88,-61.16
61.26,14.7,24.27,61.26,14.7,24.27,75.54,-60.84
61.29,14.69,24.27,61.29,14.69,24.27,75.21,-60.52
61.32,14.67,24.27,61.32,14.67,24.27,75,-60.33
61.32,14.68,24.27,61.32,14.68,24.27,74.67,-59.99
61.28,14.72,24.27,61.28,14.72,24.27,74.64,-59.92
61.22,14.79,24.27,61.22,14.79,24.27,74.83,-60.04
61.17,14.81,24.27,61.17,14.81,24.27,75.01,-60.2
61.14,14.84,24.27,61.14,14.84,24.27,75.22,-60.38
61.12,14.83,24.27,61.12,14.83,24.27,75.49,-60.66
61.12,14.81,24.27,61.12,14.81,24.27,75.73,-60.92
61.12,14.81,24.27,61.12,14.81,24.27,75.89,-61.08
61.13,14.78,24.27,61.13,14.78,24.27,75.96,-61.18
61.15,14.74,24.27,61.15,14.74,24.27,75.93,-61.19
61.18,14.72,24.26,61.18,14.72,24.26,75.81,-61.09
61.2,14.71,24.26,61.2,14.71,24.26,75.84,-61.13
61.24,14.67,24.26,61.24,14.67,24.26,75.91,-61.24
61.27,14.66,24.25,61.27,14.66,24.25,75.62,-60.96
61.32,14.61,24.25,61.32,14.61,24.25,75.37,-60.76
61.37,14.58,24.24,61.37,14.58,24.24,75.42,-60.84
61.41,14.54,24.24,61.41,14.54,24.24,75.54,-61
61.4,14.55,24.24,61.4,14.55,24.24,75.59,-61.04
